ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt3886444,Khamoshiyan,2015,122 min,3.9,"1,202","Drama, Horror, Romance            ",hindi
tt10519182,Khandaani Shafakhana,2019,136 min,4,"1,111","Comedy, Drama            ",hindi
tt0982888,Khanna & Iyer,2007,103 min,5.1,49,Comedy            ,hindi
tt1801521,Khap,2011,125 min,5,102,"Drama, Thriller            ",hindi
tt11570542,Khardoo,2005,161 min,-,-,Comedy            ,hindi
tt11611172,Khardoo 2,2016,76 min,-,-,Family            ,hindi
tt2407652,Khargosh,2009,94 min,7.7,24,Drama            ,hindi
tt0819107,Kharidaar,2000,120 min,-,-,Drama            ,hindi
tt11525736,Khataara,2017,69 min,-,-,Drama            ,hindi
tt7405336,KHATA-Kaash Humse Na Hoti,2018,100 min,-,-,Crime            ,hindi
tt1455811,Khatta Meetha,2010,157 min,5.7,"9,698","Comedy, Crime, Drama            ",hindi
tt0220596,Khauff,2000,124 min,4.4,356,"Action, Crime, Drama            ",hindi
tt8458170,Khejdi,2018,92 min,8,25,Drama            ,hindi
tt0371775,Khel,2003,174 min,4,464,"Action, Crime, Drama            ",hindi
tt11202156,Khel Khallas,2019,119 min,-,-,-,hindi
tt6656806,Khel Toh Ab Shuru Hoga,2016,130 min,5.2,10,"Action, Thriller            ",hindi
tt1637691,Khelein Hum Jee Jaan Sey,2010,168 min,5.8,"1,241","Action, Drama, History            ",hindi
tt1738293,Khichdi: The Movie,2010,120 min,7.2,"2,173","Comedy, Family            ",hindi
tt0255305,Khiladi 420,2000,157 min,5.2,"1,728","Action, Romance, Thriller            ",hindi
tt2166214,Khiladi 786,2012,141 min,4.2,"6,398","Action, Comedy            ",hindi
tt3744120,Khilthi Umar,2000,80 min,-,-,Thriller            ,hindi
tt3554418,Khoobsurat,2014,130 min,6.4,"7,772","Comedy, Romance            ",hindi
tt10133346,Khooni Khazana,2005,110 min,-,-,Thriller            ,hindi
tt0466460,Khosla Ka Ghosla!,2006,135 min,8.3,"22,461","Comedy, Crime, Drama            ",hindi
tt0995823,Khoya Khoya Chand,2007,131 min,6.3,523,"Drama, Romance            ",hindi
tt7363104,Khuda Haafiz,2020,133 min,7.1,"15,584","Action, Drama, Thriller            ",hindi
tt1644622,Khuda Kushi,2010,70 min,-,-,Drama            ,hindi
tt11613096,Khudbudi,2020,120 min,-,-,Drama            ,hindi
tt0373972,Khullam Khulla Pyaar Karen,2005,155 min,4.1,317,Comedy            ,hindi
tt11710138,Khunnas,2020,104 min,-,-,Drama            ,hindi
tt0348656,Khushi,I 2003,161 min,4.4,"1,554","Action, Comedy, Drama            ",hindi
tt2429930,Khwaabb,2014,90 min,5.5,68,"Drama, Romance, Sport            ",hindi
tt10934040,Khwab Sare Jhootey,2020,100 min,8.5,6,Drama            ,hindi
tt0349679,Khwahish,2003,152 min,4.1,195,"Drama, Romance, Musical            ",hindi
tt4744086,Ki & Ka,2016,126 min,5.8,"5,323","Comedy, Romance            ",hindi
tt2372222,Kick,2014,146 min,5.3,"24,296","Action, Comedy, Crime            ",hindi
tt6543276,Kid Krrish,2013,69 min,7.1,18,Animation            ,hindi
tt6314268,Kid Krrish 2 - Mission Bhutan,2014,64 min,6.2,12,Animation            ,hindi
tt1034449,Kidnap,2008,135 min,4.6,"2,309","Action, Crime, Drama            ",hindi
tt3380264,Kill Dil,2014,127 min,4.3,"3,885","Action, Comedy, Drama            ",hindi
tt4278952,Kill the Rapist?,2018,99 min,-,-,Thriller            ,hindi
tt8333386,Killer Highway 21,2018,101 min,-,-,Thriller            ,hindi
tt4966036,King,2002,157 min,6.2,83,Action            ,hindi
tt10914342,Kirket,2019,132 min,7.6,270,"Drama, Sport            ",hindi
tt4302956,Kis Kisko Pyaar Karoon,2015,133 min,5.7,"5,640","Comedy, Romance            ",hindi
tt7145972,Kis Kiss Ka Kissa,2017,84 min,5.6,12,Drama            ,hindi
tt1372266,Kisaan,2009,100 min,5.4,283,"Action, Crime, Drama            ",hindi
tt0391274,Kismat,2004,143 min,3.6,447,"Action, Drama            ",hindi
tt1105733,Kismat Konnection,2008,153 min,5.2,"5,287","Comedy, Drama, Romance            ",hindi
tt2402131,Kismet Love Paisa Dilli,2012,129 min,4.2,554,"Adventure, Comedy, Crime            ",hindi
tt0447235,Kiss Kis Ko,2004,119 min,4.8,19,Musical            ,hindi
tt0438894,Kisse Pyaar Karoon?,2009,123 min,3.3,130,"Action, Comedy, Crime            ",hindi
tt3797888,Kissebaaz,2019,122 min,4.6,217,"Action, Comedy, Crime            ",hindi
tt0313395,Kitne Door... Kitne Paas,2002,146 min,4.5,295,"Comedy, Romance            ",hindi
tt1558578,Knock Out,2010,117 min,6,"2,071","Action, Crime, Drama            ",hindi
tt3673936,Ko: Yad,2012,90 min,7.9,13,Drama            ,hindi
tt1974297,Koel,2011,95 min,-,-,"Drama, Family            ",hindi
tt0488840,Koi Aap Sa: But Lovers Have to Be Friends,2005,142 min,5.2,229,"Comedy, Drama, Romance            ",hindi
tt2150074,Koi Hai,2003,102 min,2.6,7,"Drama, Horror            ",hindi
tt13989310,Koi Jaane Na,2021,141 min,2.3,114,Thriller            ,hindi
tt0478868,Koi Mere Dil Mein Hai,2005,128 min,4.8,83,"Drama, Romance            ",hindi
tt0306840,Koi Mere Dil Se Poochhe,2002,165 min,3.5,266,"Musical, Romance, Thriller            ",hindi
tt0254481,Koi... Mil Gaya,2003,171 min,7.1,"21,553","Action, Drama, Romance            ",hindi
tt12993252,Koler Gaan,2020,112 min,-,-,Drama            ,hindi
tt3673658,Kolumpo,2013,92 min,7.2,12,Drama            ,hindi
tt12841844,Kosa,2020,85 min,7.7,14,Drama            ,hindi
tt3640942,Koyelaanchal,2014,145 min,5.4,258,"Action, Drama            ",hindi
tt0311411,Kranti,2002,142 min,3.7,391,"Action, Drama            ",hindi
tt1408029,Krantiveer: The Revolution,2010,159 min,4.6,19,"Action, Crime, Drama            ",hindi
tt1182908,Krazzy 4,2008,110 min,4.2,"2,006","Comedy, Crime, Drama            ",hindi
tt7968344,Krina,2018,130 min,5.8,6,Thriller            ,hindi
tt8672310,Krish Trish and Baltiboy: Face Your Fears,2017,65 min,4.4,11,Animation            ,hindi
tt2321492,Krishna Aur Kans,2012,117 min,6.5,185,"Animation, Action, Adventure            ",hindi
tt0408976,Krishna Cottage,2004,124 min,5.1,"1,004","Horror, Mystery            ",hindi
tt0311413,Krodh,2000,141 min,4.4,208,"Action, Comedy, Drama            ",hindi
tt10438412,Krodh,2019,45 min,-,-,Comedy            ,hindi
tt0432637,Krrish,2006,154 min,6.4,"18,687","Action, Adventure, Sci-Fi            ",hindi
tt1029231,Krrish 3,2013,152 min,5.2,"20,956","Action, Adventure, Sci-Fi            ",hindi
tt1669648,Kshay,2011,92 min,6.8,300,Drama            ,hindi
tt1942905,Kucch Luv Jaisaa,2011,105 min,4.2,125,Drama            ,hindi
tt0348662,Kucch To Hai,2003,143 min,4.2,841,"Horror, Mystery            ",hindi
tt9059202,Kuch Der Aur,2018,65 min,8.5,41,Drama            ,hindi
tt1074978,Kuch Khatta Kuch Meetha,2007,140 min,3.8,15,Comedy            ,hindi
tt0271604,Kuch Khatti Kuch Meethi,2001,120 min,4.6,624,"Comedy, Drama, Romance            ",hindi
tt4272420,Kuch Kuch Locha Hai,2015,143 min,2.5,785,"Comedy, Drama            ",hindi
tt0369637,Kuch Naa Kaho,2003,169 min,5.4,"2,207","Comedy, Drama, Romance            ",hindi
tt8491220,Kuch Pal Pyar Ke,2018,104 min,4.3,18,Drama            ,hindi
tt0327004,Kuch Tum Kaho Kuch Hum Kahein,2002,171 min,5.6,560,"Action, Drama, Romance            ",hindi
tt7617988,Kuchh Bheege Alfaaz,2018,116 min,7.5,779,Romance            ,hindi
tt0453748,Kuchh Meetha Ho Jaye,2005,125 min,3.4,276,"Comedy, Romance            ",hindi
tt0857385,Kudiyon Ka Hai Zamaana,2006,112 min,3.7,70,Comedy            ,hindi
tt2998196,Kuku Mathur Ki Jhand Ho Gayi,2014,109 min,5.3,243,"Comedy, Romance            ",hindi
tt7172308,Kuldip Patwal: I Didn't Do It!,2017,128 min,6.7,609,"Crime, Drama, Mystery            ",hindi
tt11581422,Kunba,2014,132 min,-,-,Family            ,hindi
tt11582710,Kunwar Sahab,2016,83 min,-,-,Family            ,hindi
tt0253194,Kunwara,2000,134 min,5.1,867,"Comedy, Drama, Romance            ",hindi
tt3170470,Kunwara Paying Guest,2007,86 min,5.7,7,Drama            ,hindi
tt1185442,Kurbaan,2009,161 min,5.7,"4,795","Action, Crime, Drama            ",hindi
tt0255309,Kurukshetra,2000,129 min,6,983,"Action, Crime, Drama            ",hindi
tt1273218,Kuselan,2008,165 min,4.7,890,"Comedy, Drama, Family            ",hindi
tt1673411,Kushti,2010,121 min,4.3,168,Comedy            ,hindi
tt7981394,Kutte Ki Dum,2018,143 min,8.9,10,Comedy            ,hindi
tt2063745,Kya Dilli Kya Lahore,2014,98 min,7.4,"1,833","Drama, History, War            ",hindi
tt0250483,Kya Kehna,2000,155 min,5.9,"1,955","Drama, Romance            ",hindi
tt0887753,Kya Love Story Hai,2007,120 min,3.6,344,"Comedy, Drama, Romance            ",hindi
tt0928144,Kya Tum Ho,2006,104 min,-,-,Drama            ,hindi
tt1630590,Kya Yahi Sach Hai,2011,142 min,6.1,22,"Crime, Drama, Thriller            ",hindi
tt0312883,Kya Yehi Pyaar Hai,2002,145 min,3.9,436,"Drama, Romance            ",hindi
tt0456500,Kyaa Kool Hai Hum,2005,172 min,6.1,"3,255","Comedy, Mystery            ",hindi
tt5290620,Kyaa Kool Hain Hum 3,2016,124 min,1.9,"4,109",Comedy            ,hindi
tt2027138,Kyaa Super Kool Hain Hum,2012,136 min,4.9,"3,718",Comedy            ,hindi
tt0297241,Kyo Kii... Main Jhuth Nahin Bolta,2001,131 min,5.4,"1,996","Action, Comedy, Drama            ",hindi
tt0451787,Kyon Ki...,2005,160 min,5.5,"3,616","Drama, Romance            ",hindi
tt1440222,Kyon? Kis Liye?,2003,130 min,-,-,"Crime, Drama            ",hindi
tt0349703,Kyun! Ho Gaya Na...,2004,165 min,4.2,"1,714","Comedy, Drama, Romance            ",hindi
-,L.A.C.,2021,90 min,-,-,Action            ,hindi
tt1846622,Laadli,2001,97 min,-,-,Family            ,hindi
tt2075376,Laadli Laila,2011,87 min,5.8,56,Comedy            ,hindi
tt0985636,Laaga Chunari Mein Daag: Journey of a Woman,2007,122 min,5.3,"2,325","Drama, Family, Romance            ",hindi
tt4331804,Laakhon Hain Yahan Dilwaley,2015,115 min,-,-,"Drama, Musical, Romance            ",hindi
tt3816438,Laal Joda,2001,118 min,-,-,Thriller            ,hindi
tt9052960,Laal Kaptaan,2019,155 min,7.3,"3,967","Action, Adventure, Drama            ",hindi
tt5600714,Laal Rang,2016,147 min,8,"4,249","Action, Crime, Drama            ",hindi
tt9569142,Laali,2019,45 min,6.6,15,Drama            ,hindi
tt5289170,Laali Ki Shaadi Mein Laaddoo Deewana,2017,130 min,3.5,128,"Comedy, Drama, Musical            ",hindi
tt11483028,Laat Sahab,2010,143 min,-,-,"Drama, Family, Romance            ",hindi
tt4389410,Ladies First,I 2014,106 min,3.6,20,Romance            ,hindi
tt0947037,Ladies Tailor,2006,117 min,3.6,122,Comedy            ,hindi
tt1954598,Ladies vs. Ricky Bahl,2011,140 min,6,"8,946","Comedy, Crime, Drama            ",hindi
tt9441428,Lafange Nawab,2019,154 min,-,-,Drama            ,hindi
tt1606267,Lafangey Parindey,2010,126 min,5.2,"2,013","Action, Drama, Romance            ",hindi
tt13781802,Lafda,2020,106 min,-,-,Drama            ,hindi
tt0169102,Lagaan: Once Upon a Time in India,2001,224 min,8.1,"1,06,128","Drama, Musical, Sport            ",hindi
tt0456144,Lage Raho Munna Bhai,2006,144 min,8.1,"43,571","Comedy, Drama, Romance            ",hindi
tt0410183,Lagi Shaarth,2001,60 min,-,-,Family            ,hindi
tt5899800,Lagna Pahave Karun,2013,125 min,6.5,54,Romance            ,hindi
tt7335264,Lagori,2017,48 min,7.2,13,"Drama, Mystery, Thriller            ",hindi
tt1285245,Lahore,2010,145 min,6.3,514,"Action, Drama, Sport            ",hindi
tt13199556,Lahore Confidential,2021,68 min,2.8,486,"Crime, Drama, Thriller            ",hindi
tt1002623,Laila,2005,119 min,3.5,37,"Crime, Thriller            ",hindi
tt8011276,Laila Majnu,2018,140 min,7.7,"2,572","Drama, Romance            ",hindi
tt0293342,Lajja,2001,202 min,6.7,"2,510","Action, Crime, Drama            ",hindi
tt3512290,Lajwanti,2014,63 min,6.9,17,"Drama, Romance            ",hindi
tt0426075,Lakeer - Forbidden Lines,2004,170 min,4.4,925,"Action, Romance            ",hindi
tt3031896,Lakeer Ka Fakeer,2013,113 min,5.4,128,Crime            ,hindi
tt7066902,Lakeeran the Destiny,2018,140 min,-,-,Romance            ,hindi
tt12049696,Lakhmipur ke Lukkhe,2019,115 min,-,-,Drama            ,hindi
tt5216794,Lakme,2016,110 min,-,-,Romance            ,hindi
tt2976176,Lakshmi,2014,115 min,7.9,"1,507",Drama            ,hindi
tt0323013,Lakshya,2004,186 min,7.9,"21,038","Action, Drama, Romance            ",hindi
tt0316154,Lal Salaam,2002,131 min,6.7,87,"Musical, Action, Drama            ",hindi
tt6363184,Lala Hardaul,2012,147 min,7.4,8,History            ,hindi
tt10063040,Lalji Qalandarr,2019,109 min,-,-,"Drama, Musical            ",hindi
tt1309561,Lamhaa: The Untold Story of Kashmir,2010,152 min,5,622,"Action, Drama, Thriller            ",hindi
tt2137064,Lanka,2011,107 min,5.8,200,"Action, Crime, Drama            ",hindi
tt6154834,Lashtam Pashtam,2018,108 min,5.9,75,Drama            ,hindi
tt2777548,Lateef,2013,118 min,3.4,124,"Action, Crime, Drama            ",hindi
tt9725058,Lateef to laden,2018,92 min,6.6,7,Comedy            ,hindi
tt11242528,Laughter Ke Chapter,2019,106 min,-,-,Comedy            ,hindi
tt10350922,Laxmii,2020,141 min,2.3,"47,197","Action, Comedy, Horror            ",hindi
tt3211088,Le Gaya Saddam,2012,113 min,6.2,18,Comedy            ,hindi
tt2356426,Le Halua Le,2012,125 min,5.4,191,"Comedy, Drama, Romance            ",hindi
tt5342784,Le Lotta,2017,123 min,6.5,15,"Comedy, Drama            ",hindi
tt6545212,Leera the Soulmate,2018,104 min,7.9,"1,434",Sci-Fi            ,hindi
tt3716142,Lekar Hum Deewana Dil,2014,140 min,4.9,677,"Comedy, Romance            ",hindi
tt0272736,Let's Be Friends!,2002,149 min,5.1,"5,139","Comedy, Drama, Family            ",hindi
tt0387989,Let's Bring Our Heroes Home,2004,163 min,6,"1,393","Action, Drama, Thriller            ",hindi
tt1562361,Let's Dance,I 2009,125 min,5.7,19,"Crime, Drama, Musical            ",hindi
tt5819518,Let's Talk About 'It',2017,77 min,5.7,14,"Horror, Mystery            ",hindi
tt2343621,Liar's Dice,2013,104 min,6.9,921,"Adventure, Drama, Family            ",hindi
tt1745753,Life Express,2010,125 min,4.5,46,Drama            ,hindi
tt0800956,Life in a Metro,2007,132 min,7.4,"11,210","Comedy, Drama, Romance            ",hindi
tt3881136,Life Is Beautiful,2014,116 min,5.4,45,"Comedy, Romance            ",hindi
tt2188801,Life is Good,2012,100 min,5.9,7,"Drama, Family            ",hindi
tt6081620,Life Ki Aisi Ki Taisi,2017,130 min,5.5,16,Comedy            ,hindi
tt2327389,Life Ki Toh Lag Gayi,2012,155 min,5.3,255,"Action, Comedy            ",hindi
tt0979913,Life Mein Kabhie Kabhiee,2007,145 min,5.8,269,"Drama, Thriller            ",hindi
tt10930522,Life Mein Time Nahi Hai Kisi Ko,2019,119 min,7.2,21,"Comedy, Drama            ",hindi
tt8372520,Life of An Outcast,2018,81 min,6.8,32,Drama            ,hindi
tt1682931,Life! Camera Action...,2012,90 min,5.9,114,"Drama, Family            ",hindi
tt10450718,Lihaaf,2019,84 min,-,-,"Drama, Romance            ",hindi
tt8371204,Lihaaf: The Quilt,2019,85 min,6.7,24,Drama            ,hindi
tt0986264,Like Stars on Earth,2007,165 min,8.4,"1,72,948","Drama, Family            ",hindi
tt6506266,LILKEE,2006,69 min,-,-,Drama            ,hindi
tt2257284,Line of Descent,2019,108 min,4.8,441,"Crime, Drama            ",hindi
tt4020624,Lingaa,2014,174 min,5.6,"5,018","Action, Comedy, Drama            ",hindi
tt4807830,Lipstick Under My Burkha,2016,117 min,6.8,"6,288","Comedy, Drama            ",hindi
tt2224313,Listen... Amaya,2013,108 min,6.7,585,Drama            ,hindi
tt8569206,Little Baby,2019,105 min,8.7,"1,426",Family            ,hindi
tt9614490,Little boy,2019,137 min,-,-,Action            ,hindi
tt0447257,Little John,2001,126 min,5.1,199,"Action, Fantasy, Musical            ",hindi
tt12934616,Little Singham: Kaal Ka Badla,2020,69 min,5.1,9,"Animation, Action            ",hindi
tt1754137,Little Terrors,2014,103 min,5.9,103,Drama            ,hindi
tt13517382,LLD,2020,95 min,-,-,Romance            ,hindi
tt0347416,LOC: Kargil,2003,255 min,5.2,"2,551","Drama, History, War            ",hindi
tt5050788,Loev,2015,92 min,5.8,"2,389","Drama, Romance            ",hindi
tt2188805,Login,2012,125 min,6.1,99,"Drama, Thriller            ",hindi
tt10816692,Lohardaga,2019,120 min,-,-,Drama            ,hindi
tt1499272,London,II 2005,149 min,4.4,93,"Action, Comedy, Drama            ",hindi
tt1869542,London Calling,2009,90 min,3.8,8,"Action, Drama, Fantasy            ",hindi
tt12929738,London Confidental,2020,77 min,6.2,"1,653","Crime, Drama, Thriller            ",hindi
tt0486615,London Dreams,2009,146 min,5.3,"4,184","Drama, Music            ",hindi
tt2064849,London Paris New York,2012,100 min,5.7,"3,668",Romance            ,hindi
tt3908834,Long Dark Road,2014,68 min,7.7,45,"Crime, Drama, Thriller            ",hindi
tt0847180,Loot,2011,110 min,3.3,299,"Action, Comedy, Crime            ",hindi
tt10515526,Lootcase,2020,132 min,7.6,"14,319","Comedy, Crime            ",hindi
tt2224317,Lootera,I 2013,136 min,7.3,"14,772","Drama, Romance            ",hindi
tt3574816,Lou (Ek Ehsaas),2004,115 min,-,-,Drama            ,hindi
tt8011258,Love a Killer Trap,2016,89 min,-,-,Romance            ,hindi
tt1275863,Love Aaj Kal,2009,128 min,6.8,"15,049","Comedy, Drama, Romance            ",hindi
tt10023024,Love Aaj Kal,2020,142 min,4.8,"6,825","Drama, Romance            ",hindi
tt5247556,Love Alive,2016,90 min,7.4,26,Thriller            ,hindi
tt7647198,Love and Shukla,2017,107 min,7.4,789,"Comedy, Drama, Romance            ",hindi
tt0345594,Love at Times Square,2003,120 min,3.9,200,"Drama, Romance            ",hindi
tt1877691,Love Breakups Zindagi,2011,156 min,5.8,"1,000","Comedy, Drama, Romance            ",hindi
tt5154096,Love Exchange,2015,122 min,5.2,45,Romance            ,hindi
tt1964886,Love Express,2011,141 min,5.3,117,"Comedy, Drama            ",hindi
tt2164328,Love Game,2009,107 min,6,10,Romance            ,hindi
tt5518128,Love Games,2016,114 min,4.3,858,"Crime, Thriller            ",hindi
tt11202124,Love in College,2019,142 min,-,-,-,hindi
tt1388351,Love in Japan,2006,136 min,3.2,14,"Action, Comedy, Crime            ",hindi
tt0405121,Love in Nepal,2004,143 min,3.7,118,"Drama, Mystery, Romance            ",hindi
tt0833493,Love Ke Chakkar Mein,2006,126 min,4.3,39,Comedy            ,hindi
tt5890002,Love Ke Funday,2016,132 min,6.6,13,Comedy            ,hindi
tt0287537,Love Ke Liye Kuch Bhi Karega,2001,131 min,6,"1,562","Comedy, Crime, Romance            ",hindi
tt1474271,Love Khichdi,2009,130 min,5.7,301,"Comedy, Drama, Romance            ",hindi
tt7853242,Love Per Square Foot,2018,133 min,7.2,"7,439","Comedy, Romance            ",hindi
tt5130348,Love Shagun,2016,120 min,4.5,103,"Comedy, Romance            ",hindi
tt3823392,Love Sonia,2018,122 min,7.4,"1,535",Drama            ,hindi
tt0490170,Love Story 2050,2008,180 min,2.6,"2,313","Action, Adventure, Drama            ",hindi
tt9683802,Love Trainning,2018,129 min,5.8,12,Comedy            ,hindi
tt1695793,Love U... Mr. Kalakaar!,2011,152 min,5.3,425,"Drama, Romance            ",hindi
tt7820846,Love Will Take Over,2018,140 min,3,"2,049","Comedy, Drama, Music            ",hindi
tt1774473,Love You to Death,2012,102 min,5.3,7,"Comedy, Thriller            ",hindi
tt5593292,Lovechakra,2016,120 min,-,-,Drama            ,hindi
tt8998738,Lovefucked,2018,106 min,6,354,"Drama, Romance            ",hindi
tt5209420,LoveShhuda,2016,133 min,4.4,548,"Comedy, Romance            ",hindi
tt1608777,"LSD: Love, Sex Aur Dhokha",2010,155 min,7.1,"5,310","Comedy, Crime, Drama            ",hindi
-,Lubdh,2021,150 min,-,-,"Drama, Thriller            ",hindi
tt1242782,Luck,I 2009,141 min,4.8,"2,477","Action, Adventure, Drama            ",hindi
tt0886539,Luck by Chance,2009,156 min,7.1,"9,587",Drama            ,hindi
tt4594848,Luckhnowi Ishq,2015,127 min,7.1,23,Drama            ,hindi
tt5697870,Lucknow Central,2017,133 min,6.2,"2,647","Action, Drama, Music            ",hindi
tt2612924,Lucky Kabootar,2014,117 min,5.1,73,Comedy            ,hindi
tt0449306,Lucky: No Time for Love,2005,180 min,4.7,"3,276","Musical, Drama, Romance            ",hindi
tt7212754,Ludo,2020,150 min,7.6,"30,179","Action, Comedy, Crime            ",hindi
tt8908002,Luka Chuppi,I 2019,126 min,6.3,"8,550","Comedy, Romance            ",hindi
tt6506378,LUKKA CHUPPI,2006,75 min,-,-,Family            ,hindi
tt8698956,Lupt,2018,110 min,5.5,"2,044","Horror, Thriller            ",hindi
tt8439854,Lust Stories,2018,120 min,6.5,"9,880","Drama, Romance            ",hindi
tt1918927,Luv Ka the End,2011,106 min,4.8,"1,421","Comedy, Drama            ",hindi
tt12214542,Luv Kush - The amazing twins,2007,57 min,-,-,"Animation, History            ",hindi
tt6536554,Luv Kushh and the Ghost Army Global,2012,57 min,-,-,Animation            ,hindi
tt7297002,Luv Shuv Pyar Vyar,2017,180 min,4.7,31,Romance            ,hindi
tt2186933,Luv Shuv Tey Chicken Khurana,2012,140 min,6.6,"3,649",Comedy            ,hindi
tt2188811,Luv U Soniyo,2012,144 min,5.5,67,"Comedy, Romance            ",hindi
tt7530862,LuvUTurn,2019,124 min,6.2,8,Romance            ,hindi
tt2963974,M Cream,2014,112 min,5.7,612,"Adventure, Comedy, Drama            ",hindi
tt4208604,M.... Matric Pass,2014,118 min,3.4,13,"Drama, Romance            ",hindi
tt3814100,M.A.D: Mad About Dance,2014,125 min,5.1,109,"Drama, Musical            ",hindi
tt4169250,M.S. Dhoni: The Untold Story,2016,184 min,7.8,"41,380","Biography, Drama, Sport            ",hindi
tt10071696,Maa Purnagiri,2019,148 min,-,-,Family            ,hindi
tt0307116,Maa Tujhhe Salaam,2002,162 min,3.5,"1,134","Action, Drama            ",hindi
tt8852654,Maal Road Dilli,2018,145 min,5.7,10,Comedy            ,hindi
tt9772776,Maali,2020,85 min,-,-,Drama            ,hindi
tt1132595,Maan Gaye Mughall-E-Azam,2008,137 min,3.1,490,"Comedy, Crime, Drama            ",hindi
tt6645458,Maanas,2011,52 min,-,-,Drama            ,hindi
tt7598716,Maassab (The Teacher),2021,116 min,9.9,104,Drama            ,hindi
tt5543746,Maatr,2017,113 min,4.5,394,Thriller            ,hindi
tt2554042,Maazii,2013,123 min,5.9,89,"Crime, Drama, Thriller            ",hindi
tt2208248,Machhli Jal Ki Rani Hai,2014,120 min,2.3,223,Horror            ,hindi
tt5785200,Machine,II 2017,148 min,2.7,744,"Action, Mystery, Romance            ",hindi
tt5713232,Madaari,2016,133 min,7.6,"13,456","Adventure, Drama, Thriller            ",hindi
tt13773882,Madam Chief Minister,2021,130 min,4.6,"1,035",Drama            ,hindi
tt8983180,Made in China,II 2019,128 min,6.2,"3,736","Comedy, Drama            ",hindi
tt8943828,Madhav - Every Child Needs A Mentor,2018,102 min,-,-,"Drama, Family            ",hindi
tt1358852,Madholal Keep Walking,2009,121 min,6.4,110,"Comedy, Drama            ",hindi
tt0430328,Madhoshi,2004,122 min,4.5,390,"Musical, Mystery, Drama            ",hindi
tt4556006,Madhubaala,2006,133 min,3.5,8,Thriller            ,hindi
tt4845248,Madmast Barkhaa,2015,102 min,3.6,27,"Romance, Thriller            ",hindi
tt2855648,Madras Cafe,2013,130 min,7.7,"23,083","Action, Drama, Thriller            ",hindi
tt3415692,Mahabharat,2013,105 min,5.4,477,"Animation, Action, Adventure            ",hindi
tt11345826,Mahabharat Aur Barbareek,2013,137 min,7.3,16,"Drama, Fantasy, War            ",hindi
tt1266136,Maharaani,2001,105 min,-,-,"Action, Crime, Drama            ",hindi
tt2193145,Maharana Pratap: The First Freedom Fighter,2012,145 min,5,104,"Action, War            ",hindi
tt1334254,Maharathi,2008,114 min,7.1,967,"Crime, Drama, Mystery            ",hindi
tt11508260,Mahasangram,2018,108 min,-,-,Thriller            ,hindi
tt1479690,Mahayoddha Rama,2016,106 min,7.6,33,Animation            ,hindi
tt5085386,Mahesh Dattani's Hasmukh Saab ki Wasihat,2015,82 min,6.3,36,Drama            ,hindi
tt7317058,Mahwari,2017,134 min,-,-,Family            ,hindi
tt2389486,Mai,2013,105 min,6.7,91,"Drama, Family            ",hindi
tt0444874,Main Aisa Hi Hoon,2005,162 min,4.8,"1,007","Drama, Family, Musical            ",hindi
tt4024944,Main Aur Charles,2015,119 min,6.3,"1,569","Action, Biography, Crime            ",hindi
tt2216852,Main Aur Mr. Riight,2014,130 min,5.2,344,"Comedy, Romance            ",hindi
tt3826198,Main Bhi Chalna Chahti Hoon,2014,60 min,-,-,"Drama, Family            ",hindi
tt11673454,Main Bhi NRI,2020,60 min,8.3,6,Drama            ,hindi
tt5476930,Main Hoon Akela,2011,129 min,-,-,Action            ,hindi
tt3844814,Main Hoon Kunwari Dulhan,2001,127 min,-,-,"Drama, Thriller            ",hindi
tt4946186,Main Hoon Malikka,2004,107 min,-,-,Thriller            ,hindi
tt0347473,Main Hoon Na,2004,182 min,7,"32,628","Action, Comedy, Drama            ",hindi
tt3844806,Main Hoon Qatil Jaadugarni,2001,91 min,-,-,Thriller            ,hindi
tt3797478,Main Hoon Rajinikanth,2015,127 min,7.4,34,Comedy            ,hindi
tt1855268,Main Krishna Hoon,2013,134 min,5.4,182,"Animation, Family, Musical            ",hindi
tt12084320,Main Mulayam Singh Yadav,2021,120 min,3.4,102,Biography            ,hindi
tt0265148,Main Prem Ki Diwani Hoon,2003,197 min,4,"4,339","Comedy, Drama, Musical            ",hindi
tt2762334,Main Tera Hero,2014,128 min,5.1,"7,967","Action, Comedy, Romance            ",hindi
tt7475006,Main Tumhare Bachche ki Maa Banne Waali Hoon,2017,45 min,6.8,101,Romance            ,hindi
tt8512694,Main Zaroor Aaunga,2019,100 min,4.1,46,"Horror, Thriller            ",hindi
tt0485513,"Main, Meri Patni... Aur Woh!",2005,129 min,7.3,"2,126","Comedy, Drama, Romance            ",hindi
tt0326600,Maine Dil Tujhko Diya,2002,154 min,3.7,"1,102","Action, Romance            ",hindi
tt0454504,Maine Gandhi Ko Nahin Mara,2005,100 min,7.4,696,Drama            ,hindi
tt0451803,Maine Pyaar Kyun Kiya,2005,145 min,5.5,"4,636","Comedy, Drama, Romance            ",hindi
tt10312914,Majaz: Ae Gham-e-Dil Kya Karun,2017,178 min,-,-,Biography            ,hindi
tt14032558,Majjma,2021,106 min,8,22,Drama            ,hindi
tt0341455,Makdee,2002,90 min,7.4,"1,758","Comedy, Family, Fantasy            ",hindi
tt10305616,Malaal,2019,136 min,5.9,823,"Action, Drama, Romance            ",hindi
